diameter,weight,hexcode,fruit
12.02,205.97,#9B3907,grapefruit
10.14,176.31,#884F0F,grapefruit
7.77,141.74,#8D4702,orange
8.32,149.99,#A74D02,orange
5.26,106.29,#9B5D02,orange
7.71,140.92,#9F4E0F,orange
7.55,138.86,#974902,orange
5.77,114.3,#A34C02,orange
9.89,174.48,#B24717,orange
11.38,196.46,#903D1A,grapefruit
12.15,207.77,#993A15,grapefruit
11.39,196.67,#8A4E02,grapefruit
5.76,113.94,#924E08,orange
6.51,123.23,#9C5B0C,orange
9.1,162.28,#8D5902,orange
8.35,150.58,#A05003,orange
9.71,172.05,#984713,orange
11.9,204.21,#98410B,grapefruit
12.56,213.98,#A54A03,grapefruit
11.91,204.39,#89610A,grapefruit
12.14,207.63,#934C09,grapefruit
8.13,147.52,#8F4F14,orange
7.46,137.51,#B95208,orange
12.18,208.12,#914614,grapefruit
8.19,148.37,#AD3E09,orange
10.38,179.9,#A14206,grapefruit
5.71,112.7,#A84E02,orange
6.8,127.67,#A14904,orange
7.96,144.86,#8F5303,orange
7.01,131.65,#9D4807,orange
7.58,139.24,#9C5905,orange
8.16,148.02,#A0600B,orange
11.17,192.85,#98561B,grapefruit
8.56,153.66,#9A5706,orange
9.67,171.17,#A05B02,orange
7.92,144.45,#A25306,orange
13.46,228.25,#994310,grapefruit
9.0,160.71,#9A4B02,orange
12.29,209.74,#904E13,grapefruit
7.52,138.44,#A55804,orange
8.02,145.91,#8E4502,orange
11.72,201.71,#8A3F13,grapefruit
11.68,201.0,#9A4008,grapefruit
8.83,158.07,#B34F05,orange
11.87,203.77,#8B4702,grapefruit
6.96,130.99,#9C6209,orange
10.46,181.32,#AD4707,grapefruit
6.11,117.57,#934F09,orange
9.29,165.17,#994F18,orange
7.63,139.84,#A25302,orange
12.3,209.89,#984B12,grapefruit
8.05,146.2,#AB4A15,orange
11.04,190.75,#B04205,grapefruit
11.01,190.29,#8F4808,grapefruit
11.61,199.78,#914510,grapefruit
8.42,151.7,#A24402,orange
12.17,207.95,#A32E10,grapefruit
12.04,206.24,#9A570B,grapefruit
10.42,180.47,#944A21,grapefruit
11.36,196.12,#8F4A0A,grapefruit
6.99,131.21,#9C5602,orange
7.76,141.45,#975302,orange
11.22,193.78,#A62F19,grapefruit
12.54,213.62,#8D4C05,grapefruit
9.03,156.92,#98440F,grapefruit
12.39,211.16,#985523,grapefruit
8.1,147.07,#994302,orange
6.6,124.78,#8E5002,orange
10.69,184.7,#8C4E11,grapefruit
11.08,191.51,#A54914,grapefruit
10.19,177.21,#9B4602,grapefruit
8.19,140.91,#8F411E,grapefruit
6.23,119.97,#A74E02,orange
8.21,148.73,#905702,orange
9.07,161.86,#9A5702,orange
13.72,232.23,#A24C16,grapefruit
7.77,141.76,#954E02,orange
9.11,159.16,#914F16,grapefruit
11.35,195.99,#A14A0E,grapefruit
8.91,159.46,#B94A14,orange
10.02,174.59,#8E4F02,grapefruit
8.4,151.3,#9A5702,orange
8.91,159.41,#9B5607,orange
9.29,165.22,#8E6302,orange
9.35,163.5,#925820,grapefruit
8.58,153.78,#8D480B,orange
8.83,157.96,#B05505,orange
11.59,199.46,#9F3F09,grapefruit
7.75,141.44,#81500D,orange
13.58,230.35,#95461F,grapefruit
6.03,116.56,#954D1B,orange
9.78,173.07,#9C5310,orange
9.28,165.15,#9D4E0B,orange
8.97,160.33,#9E6005,orange
11.34,195.72,#95490E,grapefruit
11.23,194.08,#A8430C,grapefruit
9.02,160.86,#8B4F02,orange
11.63,200.01,#91500D,grapefruit
7.23,134.45,#9F4B04,orange
11.93,204.83,#963A10,grapefruit
12.12,207.4,#8C4803,grapefruit
9.5,168.5,#AA4F02,orange
8.81,157.58,#826302,orange
7.68,140.64,#9D4B02,orange
9.31,165.55,#A1530C,orange
10.2,177.54,#873D15,grapefruit
10.16,176.78,#9B3C0B,grapefruit
7.51,138.18,#A05315,orange
9.77,172.92,#A4490F,orange
12.19,208.22,#A4510A,grapefruit
8.65,155.14,#A34D02,orange
13.83,234.46,#9A5110,grapefruit
9.94,175.38,#964F03,orange
11.0,190.16,#AF4205,grapefruit
10.42,180.56,#875415,grapefruit
12.21,208.42,#A04207,grapefruit
7.87,143.63,#935102,orange
12.18,208.1,#AA4006,grapefruit
7.86,143.43,#A06F15,orange
9.18,163.59,#9F6102,orange
6.5,123.17,#95570E,orange
8.64,154.88,#A04602,orange
11.77,202.47,#8D4226,grapefruit
12.02,205.93,#8F3B11,grapefruit
10.61,183.69,#9C4414,orange
12.34,210.52,#964D02,grapefruit
9.69,169.55,#9A5507,grapefruit
8.7,155.73,#9E6302,orange
8.29,149.69,#9C460F,orange
10.31,180.03,#A8530B,orange
9.32,165.73,#A36702,orange
6.78,127.42,#AB5D04,orange
12.16,207.87,#9E3709,grapefruit
11.24,194.32,#A5310B,grapefruit
7.94,144.6,#8F4B02,orange
7.92,144.44,#A45B08,orange
9.7,171.66,#A25413,orange
10.86,187.9,#89431A,grapefruit
11.44,197.29,#893102,grapefruit
9.0,160.73,#A44E02,orange
8.68,155.48,#A65118,orange
7.63,139.95,#9F630B,orange
12.45,212.07,#A4481B,grapefruit
9.61,170.14,#8B4E03,orange
7.58,139.17,#934902,orange
12.66,215.74,#9C4702,grapefruit
11.18,192.97,#A12E13,grapefruit
7.89,144.01,#A45903,orange
10.95,189.34,#934B19,grapefruit
9.63,168.23,#9B4412,grapefruit
11.18,193.09,#B1480D,grapefruit
9.56,166.97,#8B370F,grapefruit
11.84,203.44,#A55112,grapefruit
9.96,175.65,#A2490E,orange
11.08,191.51,#9A4B03,grapefruit
9.65,171.03,#AC5C0E,orange
5.15,104.98,#9A5706,orange
11.38,196.49,#935016,grapefruit
7.35,136.01,#954910,orange
10.65,184.09,#8F5D23,grapefruit
10.14,176.39,#8B5B12,grapefruit
8.12,147.42,#9E4D02,orange
11.11,192.07,#B24B11,grapefruit
7.85,143.22,#A25402,orange
8.1,147.18,#AB5F0C,orange
11.2,193.42,#8D4A17,grapefruit
10.75,185.66,#984421,grapefruit
8.75,151.29,#9A3529,grapefruit
8.6,154.35,#955302,orange
9.51,165.9,#844B10,grapefruit
10.67,184.56,#A44A05,orange
9.12,162.57,#924E0C,orange
11.06,191.1,#9F3A09,grapefruit
12.14,207.61,#814B12,grapefruit
8.76,156.76,#9B6504,orange
7.5,138.09,#8F3A10,orange
10.91,188.2,#91490B,orange
9.17,163.4,#955C16,orange
7.74,141.29,#925107,orange
12.18,208.15,#965418,grapefruit
10.36,180.6,#A14E07,orange
11.18,193.03,#894C15,grapefruit
5.8,114.87,#8F5C02,orange
8.55,153.39,#9F5406,orange
12.18,208.01,#864221,grapefruit
8.46,152.43,#915404,orange
10.74,185.43,#8B3E18,grapefruit
7.62,139.71,#A34C0A,orange
8.54,153.35,#975002,orange
10.84,187.64,#974408,grapefruit
7.75,141.34,#8D4113,orange
12.48,212.81,#9B4617,grapefruit
9.44,167.4,#995602,orange
12.25,209.32,#AE461A,grapefruit
7.22,134.27,#A93809,orange
12.75,216.99,#96320C,grapefruit
11.16,192.71,#944702,grapefruit
7.22,134.17,#965E05,orange
9.52,168.73,#914E0A,orange
9.46,167.94,#985302,orange
11.18,192.97,#8B3E0A,grapefruit
10.7,184.98,#9E3C0F,grapefruit
13.62,230.89,#9F5118,grapefruit
10.13,177.48,#A34E05,orange
9.28,165.11,#A35402,orange
13.77,233.38,#9D2E12,grapefruit
10.61,183.39,#9D4312,grapefruit
6.64,125.46,#995D02,orange
10.04,175.04,#914621,grapefruit
6.54,123.52,#9E4702,orange
6.28,120.63,#995712,orange
8.32,149.98,#A55302,orange
13.35,226.68,#9F3B0E,grapefruit
9.5,168.53,#875102,orange
7.89,144.0,#AE4622,orange
9.4,164.39,#884125,grapefruit
12.78,217.62,#945114,grapefruit
11.03,190.64,#8C520E,grapefruit
8.99,160.51,#A24802,orange
9.52,168.82,#9B4A02,orange
11.08,191.51,#994C18,grapefruit
11.0,190.19,#A64716,grapefruit
8.92,155.27,#954D18,grapefruit
10.82,186.41,#975203,orange
9.5,165.64,#944212,grapefruit
10.11,175.84,#A44B14,grapefruit
11.37,196.29,#A5430F,grapefruit
9.28,165.02,#8C5B02,orange
11.21,193.63,#934B11,grapefruit
11.26,194.58,#9D3514,grapefruit
11.49,198.02,#984D11,grapefruit
9.55,169.28,#944E12,orange
8.29,149.63,#A15302,orange
8.13,147.57,#A54311,orange
9.78,171.14,#885504,grapefruit
6.84,128.33,#95590A,orange
8.88,158.77,#A34E1A,orange
10.21,177.66,#8C370E,grapefruit
11.05,190.95,#914A19,grapefruit
10.18,176.92,#994C1A,grapefruit
8.88,158.79,#925D02,orange
9.97,174.02,#8F3613,grapefruit
9.9,174.89,#9E4502,orange
13.43,227.72,#A2411C,grapefruit
11.15,192.59,#9E3502,grapefruit
7.63,126.79,#964A18,grapefruit
10.14,177.71,#8F4402,orange
6.59,124.46,#9F5702,orange
5.86,115.04,#934A02,orange
6.45,122.66,#925908,orange
7.97,145.0,#994B02,orange
7.56,139.01,#9F3E02,orange
6.85,128.41,#9F500D,orange
7.61,139.54,#A85C02,orange
6.6,124.95,#895012,orange
13.51,228.94,#974712,grapefruit
10.57,182.85,#894F15,grapefruit
7.32,135.66,#865109,orange
9.32,165.71,#994202,orange
11.67,200.68,#8C4B09,grapefruit
10.62,183.46,#9C3A0D,grapefruit
8.0,145.58,#92520D,orange
10.37,179.78,#A14919,grapefruit
11.24,194.26,#984224,grapefruit
5.91,115.29,#A3481B,orange
10.07,175.42,#863517,grapefruit
9.05,161.47,#A5541C,orange
10.38,179.96,#A64B13,grapefruit
11.61,199.78,#9A4214,grapefruit
8.86,158.44,#925702,orange
9.19,163.69,#965407,orange
8.33,150.23,#924F07,orange
9.54,169.14,#9B5302,orange
8.93,159.75,#AE5702,orange
11.0,190.12,#915018,grapefruit
12.04,206.17,#8A4E08,grapefruit
10.86,187.98,#984B10,grapefruit
10.02,174.65,#A94B16,grapefruit
11.8,202.91,#915B15,grapefruit
11.51,198.48,#8D4F1A,grapefruit
12.65,215.58,#A44217,grapefruit
9.19,163.67,#995302,orange
11.51,198.42,#88450C,grapefruit
8.36,150.76,#9F600C,orange
12.78,217.51,#954809,grapefruit
10.85,187.81,#9D4312,grapefruit
11.22,193.81,#9E3919,grapefruit
10.06,175.23,#9E4014,grapefruit
9.3,165.4,#8F4402,orange
10.74,185.41,#92540A,grapefruit
14.16,239.84,#904608,grapefruit
10.83,186.53,#A25403,orange
8.81,157.58,#9C5A04,orange
10.92,188.89,#915907,grapefruit
9.58,169.75,#864C02,orange
11.27,194.77,#911F17,grapefruit
7.55,138.8,#9B5806,orange
11.65,200.33,#914D0E,grapefruit
10.15,177.79,#9B5A0A,orange
9.6,170.1,#8F580E,orange
8.17,148.17,#994B02,orange
7.53,138.65,#A85C02,orange
6.97,130.99,#A36F02,orange
9.27,164.83,#AC4E02,orange
12.1,207.09,#954B15,grapefruit
9.5,165.7,#995507,grapefruit
12.45,212.03,#975912,grapefruit
11.92,204.73,#974123,grapefruit
7.83,142.86,#9C5502,orange
12.58,214.34,#965402,grapefruit
7.39,136.33,#A65502,orange
11.39,196.69,#994E0C,grapefruit
8.42,151.83,#935202,orange
11.96,205.16,#8E3F15,grapefruit
9.08,161.96,#A64302,orange
13.09,222.24,#A24002,grapefruit
8.51,153.09,#9F5904,orange
8.51,148.03,#945B1C,grapefruit
7.06,132.19,#A95C02,orange
8.79,157.31,#8E5602,orange
9.69,169.54,#9B460F,grapefruit
13.37,227.14,#9A4F16,grapefruit
12.2,208.36,#9F3C1E,grapefruit
9.65,170.98,#975405,orange
5.65,111.69,#9E6B03,orange
9.92,175.02,#A26102,orange
6.9,129.91,#9B4D20,orange
10.8,186.68,#914B1D,grapefruit
11.66,200.55,#A5450E,grapefruit
9.92,172.99,#954810,grapefruit
8.46,152.48,#A64002,orange
12.3,209.95,#955608,grapefruit
9.87,174.08,#8D4903,orange
7.24,134.47,#9D6202,orange
7.15,133.45,#A24502,orange
12.89,218.98,#964E28,grapefruit
8.51,153.0,#986706,orange
10.29,179.57,#A35802,orange
8.49,152.86,#9B4C05,orange
7.12,133.17,#9D5902,orange
7.91,144.32,#9C5902,orange
10.77,186.23,#965202,grapefruit
9.49,168.43,#9C4202,orange
11.77,202.53,#A45606,grapefruit
8.52,153.19,#9E4E02,orange
10.53,182.83,#98580F,orange
11.14,192.53,#954414,grapefruit
11.15,192.63,#99491D,grapefruit
7.51,138.27,#8A4B0F,orange
10.11,175.93,#873E17,grapefruit
7.98,145.36,#8F580A,orange
6.28,120.65,#905113,orange
7.58,139.2,#9A5906,orange
10.94,189.2,#8E5E02,grapefruit
10.63,183.74,#A03702,grapefruit
12.49,212.9,#8F461E,grapefruit
9.66,169.03,#994C15,grapefruit
12.89,219.09,#9B4814,grapefruit
12.66,215.69,#924302,grapefruit
9.56,169.37,#A0620C,orange
10.76,185.48,#9A5922,orange
12.36,210.74,#965202,grapefruit
11.31,195.28,#AA4A11,grapefruit
9.49,168.43,#854A02,orange
9.06,161.74,#95570A,orange
10.59,183.49,#9D4E15,orange
6.64,125.47,#AB3A02,orange
10.69,184.81,#8B4705,grapefruit
8.09,146.98,#9A4402,orange
9.05,161.49,#9F4C08,orange
8.78,157.22,#9E6602,orange
7.56,139.0,#924B0A,orange
6.59,124.52,#A94E1A,orange
7.02,131.8,#A54C02,orange
12.22,208.85,#8E440F,grapefruit
8.73,156.45,#B54F02,orange
10.91,188.73,#995A0B,grapefruit
8.96,160.22,#9B6309,orange
7.78,141.97,#9A4C04,orange
8.08,146.78,#A0490A,orange
11.65,200.39,#994F05,grapefruit
8.44,152.12,#A04E02,orange
10.36,179.68,#904112,grapefruit
13.07,221.79,#A24106,grapefruit
9.92,173.08,#A54512,grapefruit
7.27,134.8,#995504,orange
7.15,133.44,#9B5202,orange
11.39,196.7,#924F08,grapefruit
11.47,197.74,#963D17,grapefruit
6.88,129.25,#985306,orange
13.21,224.06,#933311,grapefruit
8.31,149.82,#AB5F04,orange
11.38,196.6,#885607,grapefruit
13.56,229.93,#965A17,grapefruit
10.73,185.35,#A73813,grapefruit
6.93,130.51,#A25202,orange
9.17,163.36,#975607,orange
12.0,205.54,#824110,grapefruit
7.79,142.13,#995B0B,orange
12.75,217.01,#A14B08,grapefruit
11.42,196.99,#965016,grapefruit
12.46,212.2,#86371D,grapefruit
12.75,216.98,#7F4D0C,grapefruit
9.05,161.4,#9D640D,orange
8.88,158.9,#905402,orange
10.9,187.67,#A14802,orange
7.28,134.87,#8B6002,orange
13.79,234.1,#884C09,grapefruit
8.34,150.35,#915A02,orange
10.22,178.7,#A26602,orange
7.75,141.36,#9F4108,orange
10.76,185.78,#8A5014,grapefruit
7.23,134.37,#975405,orange
8.95,160.14,#9F5B02,orange
8.99,160.59,#A14B09,orange
10.94,189.23,#9A4D12,grapefruit
11.38,196.45,#AD5823,grapefruit
7.18,133.8,#A65609,orange
8.91,159.29,#AE5305,orange
10.52,182.11,#994D02,grapefruit
6.58,124.05,#985606,orange
8.7,155.85,#A44902,orange
8.07,146.61,#8E6C02,orange
12.87,218.72,#9B3C0A,grapefruit
8.09,146.9,#9A500B,orange
13.22,224.34,#933E14,grapefruit
11.77,202.56,#8F4A1F,grapefruit
13.45,228.07,#8F5615,grapefruit
9.13,159.44,#8D450D,grapefruit
10.48,181.55,#944506,grapefruit
10.98,189.91,#8E3B08,grapefruit
13.0,220.93,#A63A1C,grapefruit
12.43,211.67,#A44E02,grapefruit
8.61,154.46,#A25302,orange
12.16,207.91,#A34902,grapefruit
8.85,158.39,#985002,orange
11.06,191.08,#973906,grapefruit
8.23,149.02,#904A0F,orange
7.43,137.0,#AF5002,orange
12.85,218.58,#893C05,grapefruit
6.52,123.35,#A64D02,orange
12.07,206.64,#AB5906,grapefruit
8.5,152.93,#A84506,orange
14.36,242.59,#9B3F0B,grapefruit
12.7,216.2,#963F18,grapefruit
13.58,230.44,#9D5D11,grapefruit
9.76,172.53,#955605,orange
11.74,201.98,#A54230,grapefruit
11.17,191.7,#A54902,orange
9.99,174.38,#8E460C,grapefruit
7.9,144.09,#994A06,orange
6.92,130.28,#985402,orange
7.32,135.69,#954C07,orange
8.81,157.57,#A24A0B,orange
9.23,161.04,#A04F16,grapefruit
7.94,144.61,#90550B,orange
11.64,199.06,#974103,orange
11.28,194.83,#92380B,grapefruit
14.63,244.69,#923B0D,grapefruit
9.98,175.98,#A8491A,orange
13.26,224.68,#963617,grapefruit
9.9,174.9,#9B4902,orange
9.93,175.14,#9B3E02,orange
8.59,154.15,#946002,orange
8.77,157.1,#A05709,orange
10.41,181.63,#9A4502,orange
14.32,241.55,#894113,grapefruit
8.07,146.65,#AA5807,orange
6.91,130.13,#9D4A10,orange
8.24,149.03,#A65711,orange
9.76,172.68,#9F4F0C,orange
11.43,197.11,#975021,grapefruit
11.91,204.33,#993907,grapefruit
7.23,134.34,#A45412,orange
7.98,145.25,#9C510B,orange
10.77,186.28,#A04410,grapefruit
11.97,206.75,#8B5908,orange
9.45,167.78,#A64704,orange
14.59,244.06,#84400C,grapefruit
9.65,170.9,#AB4E0B,orange
13.35,226.71,#A84C11,grapefruit
10.8,186.76,#A64602,grapefruit
8.6,154.25,#965802,orange
12.78,217.57,#9D4015,grapefruit
8.66,150.03,#8F3E13,grapefruit
9.36,166.19,#A45C0F,orange
8.41,151.7,#994A07,orange
11.19,193.31,#944F08,grapefruit
12.9,219.19,#95440A,grapefruit
10.09,177.13,#A65206,orange
8.52,153.28,#945802,orange
6.94,130.71,#934702,orange
11.64,200.23,#8A4B03,grapefruit
8.5,152.98,#9C590F,orange
7.77,141.76,#9D4A02,orange
7.21,134.09,#8B4907,orange
8.5,152.92,#8D5A1A,orange
8.49,152.85,#884E02,orange
8.44,152.11,#9B4D06,orange
10.26,179.18,#983F02,orange
9.27,164.96,#9A6002,orange
11.25,194.49,#8F411F,grapefruit
8.64,155.04,#A75C0D,orange
12.99,220.76,#96550C,grapefruit
11.38,196.51,#8E3B0E,grapefruit
11.19,193.13,#92420F,grapefruit
9.21,163.9,#8F5602,orange
12.72,216.67,#94420F,grapefruit
11.9,204.3,#8E601D,grapefruit
10.37,179.87,#9B4E02,grapefruit
9.27,164.88,#983911,orange
14.07,238.3,#923116,grapefruit
10.82,187.31,#A44515,grapefruit
8.78,157.27,#983907,orange
9.24,164.43,#92500F,orange
12.58,214.35,#9A4716,grapefruit
11.49,198.02,#974016,grapefruit
13.15,223.2,#8D3B1B,grapefruit
7.98,145.23,#9B4302,orange
9.33,165.76,#A05202,orange
9.25,161.44,#824F0B,grapefruit
8.77,157.06,#9A4802,orange
10.44,181.03,#9F3F09,grapefruit
9.77,172.81,#9F4C10,orange
12.24,209.11,#AB5310,grapefruit
12.24,209.14,#984002,grapefruit
7.71,140.9,#AF4C06,orange
11.35,196.1,#AC410A,grapefruit
12.63,215.28,#914A0C,grapefruit
8.88,154.31,#9B4B14,grapefruit
12.01,205.75,#994E0F,grapefruit
12.71,216.43,#A63B07,grapefruit
11.7,201.27,#863D13,grapefruit
11.65,200.46,#874802,grapefruit
12.29,209.66,#8F5A1E,grapefruit
8.06,146.46,#975102,orange
8.37,147.07,#9C4316,grapefruit
10.63,183.95,#8F4E0C,orange
8.99,160.53,#A14F0B,orange
10.11,175.87,#89441C,grapefruit
11.94,204.93,#953711,grapefruit
12.35,210.61,#954720,grapefruit
11.69,201.14,#9F380E,grapefruit
12.94,219.71,#894F15,grapefruit
8.65,149.83,#9E4624,grapefruit
6.14,117.98,#A54E11,orange
13.64,231.12,#984912,grapefruit
8.6,154.26,#A55806,orange
8.68,155.45,#AA5A11,orange
8.61,149.39,#894612,grapefruit
8.08,146.82,#995A0A,orange
7.93,144.52,#B75702,orange
11.8,202.91,#954E02,grapefruit
7.44,137.12,#A46102,orange
11.04,190.77,#833A10,grapefruit
12.32,210.06,#8E511B,grapefruit
10.51,182.04,#9B4826,grapefruit
12.39,211.17,#873C07,grapefruit
11.25,194.48,#AA3209,grapefruit
9.83,173.6,#A04202,orange
7.92,144.48,#A7540B,orange
5.72,113.23,#8D5502,orange
9.66,169.09,#944512,grapefruit
7.42,136.71,#A44202,orange
12.53,213.47,#9E3C02,grapefruit
9.22,164.01,#8B5305,orange
8.42,151.71,#A26702,orange
10.98,189.91,#884717,grapefruit
8.12,147.46,#A34E02,orange
12.56,213.84,#9C4707,grapefruit
8.89,159.01,#A44B17,orange
11.99,205.43,#975410,grapefruit
9.05,161.51,#B0410A,orange
5.69,112.41,#A45108,orange
9.3,165.39,#9C540C,orange
13.18,223.61,#A34502,grapefruit
9.11,162.49,#854C02,orange
8.51,153.05,#9F4C04,orange
8.78,157.16,#B05502,orange
11.34,195.82,#90570E,grapefruit
9.88,172.56,#934A08,grapefruit
12.34,210.51,#935113,grapefruit
8.09,146.97,#91590D,orange
7.76,141.46,#9A4A09,orange
7.0,131.46,#9E5B10,orange
9.51,165.77,#8D4D09,grapefruit
11.44,197.16,#9B430F,grapefruit
12.97,220.49,#9D3F11,grapefruit
12.79,217.72,#994007,grapefruit
9.87,172.5,#9E5016,grapefruit
10.39,181.05,#A14402,orange
9.21,163.87,#A7540A,orange
10.93,189.03,#8F4612,grapefruit
8.77,157.09,#9F4B02,orange
9.15,159.98,#993B17,grapefruit
6.88,129.43,#9A4502,orange
9.92,173.12,#98440C,grapefruit
11.55,198.89,#9C3B08,grapefruit
9.21,163.89,#9A470D,orange
12.45,212.01,#90540A,grapefruit
8.14,147.68,#A05002,orange
9.01,160.79,#8C3708,orange
8.4,151.3,#9D5312,orange
10.95,189.44,#9C520F,grapefruit
10.85,187.78,#964B05,grapefruit
13.33,226.52,#A0410F,grapefruit
9.23,161.11,#8A520E,grapefruit
11.56,199.05,#8D3619,grapefruit
12.1,207.12,#A93F1F,grapefruit
8.75,156.62,#A05202,orange
8.11,147.28,#87560D,orange
11.86,203.64,#96420A,grapefruit
11.09,191.74,#8F4B12,grapefruit
10.44,180.95,#9E4403,grapefruit
6.62,125.22,#A7660E,orange
7.81,142.55,#A15302,orange
12.51,213.34,#9A5217,grapefruit
13.3,225.55,#913914,grapefruit
11.13,192.34,#9C3F18,grapefruit
11.22,193.91,#954702,grapefruit
8.7,155.86,#AA450A,orange
8.49,152.85,#AB5504,orange
8.68,155.54,#A25302,orange
11.76,202.37,#994311,grapefruit
14.04,237.57,#94491B,grapefruit
9.14,162.99,#A0600B,orange
10.73,185.31,#8C4507,grapefruit
9.19,163.67,#9C5B02,orange
11.07,191.23,#7F491F,grapefruit
9.94,173.45,#943802,grapefruit
9.23,161.08,#984905,grapefruit
8.69,155.6,#8A4402,orange
11.57,199.24,#983B20,grapefruit
8.25,149.29,#8F5E0A,orange
8.21,148.62,#935902,orange
9.09,158.42,#A13A0E,grapefruit
11.14,192.47,#933C02,grapefruit
9.29,165.24,#9F4D09,orange
10.58,183.02,#A14912,grapefruit
11.44,197.26,#8E3913,grapefruit
9.88,174.17,#A85402,orange
7.95,144.76,#9E4C0B,orange
10.6,183.11,#964B12,grapefruit
7.1,132.94,#9E4502,orange
7.87,143.72,#AE4D10,orange
6.84,128.35,#A64803,orange
7.49,138.06,#8E5C17,orange
11.95,204.94,#844326,grapefruit
6.92,130.29,#8E5202,orange
8.17,148.19,#8B5A08,orange
10.77,186.34,#A1520F,grapefruit
9.2,163.76,#AE4A0A,orange
12.35,210.58,#8D4B0F,grapefruit
8.86,158.5,#B55D0D,orange
10.23,178.78,#9F470C,orange
11.21,193.6,#953211,grapefruit
11.88,203.85,#8E420C,grapefruit
8.71,156.05,#9C4F07,orange
9.03,161.12,#8D4A02,orange
9.35,166.03,#965814,orange
11.92,204.68,#894412,grapefruit
9.73,172.25,#8B4E05,orange
6.77,127.34,#9A4902,orange
10.07,175.28,#A94B02,grapefruit
9.96,173.9,#8F5314,grapefruit
11.89,204.01,#A23E05,grapefruit
10.96,189.49,#904214,grapefruit
7.95,144.67,#A46302,orange
7.11,133.04,#985402,orange
12.97,220.65,#823622,grapefruit
10.15,176.6,#884A05,grapefruit
5.1,104.7,#A95602,orange
7.59,139.29,#954E08,orange
8.1,147.04,#964B02,orange
11.62,199.9,#8F4E08,grapefruit
11.04,189.65,#AC460D,orange
8.78,157.22,#A15507,orange
9.85,172.19,#91490B,grapefruit
6.94,130.68,#A15A02,orange
11.07,191.18,#94501C,grapefruit
8.23,148.96,#955502,orange
8.84,158.14,#A74D0C,orange
9.39,166.78,#9E5409,orange
8.82,157.84,#9A5805,orange
11.38,196.46,#A1441B,grapefruit
9.28,161.95,#8D4108,grapefruit
13.36,226.75,#864A02,grapefruit
11.67,200.71,#8F4009,grapefruit
8.61,154.46,#8F5704,orange
7.97,144.99,#A75B02,orange
11.88,203.96,#8F420A,grapefruit
9.85,173.92,#9B4E02,orange
6.98,131.06,#AA4802,orange
9.1,162.31,#904E11,orange
7.18,133.73,#9F5A0C,orange
7.98,145.29,#A76202,orange
12.0,205.47,#A74D09,grapefruit
4.91,103.46,#974F02,orange
9.1,158.52,#8F4717,grapefruit
10.77,185.48,#935914,orange
8.42,151.81,#AD5D06,orange
12.61,214.97,#B13F16,grapefruit
7.65,140.19,#A64612,orange
10.46,181.23,#AA4B14,grapefruit
10.57,182.84,#9D4E02,grapefruit
9.79,173.25,#A45908,orange
11.67,200.81,#985602,grapefruit
9.62,167.95,#9B4E1F,grapefruit
12.27,209.49,#924514,grapefruit
9.52,168.86,#A74E02,orange
6.64,125.45,#A54D02,orange
8.46,152.42,#8E4E0B,orange
11.91,204.43,#934A0A,grapefruit
10.34,180.29,#A15E02,orange
10.39,181.01,#8E6008,orange
12.15,207.8,#8A4D05,grapefruit
14.17,239.93,#933B0D,grapefruit
12.72,216.61,#9C4802,grapefruit
7.75,141.4,#975802,orange
11.65,200.35,#9E4E0D,grapefruit
11.55,198.97,#9B520E,grapefruit
10.35,179.54,#A3551C,grapefruit
6.22,119.76,#A66002,orange
9.56,169.43,#995D03,orange
12.13,207.45,#914915,grapefruit
7.79,142.08,#A14208,orange
7.74,141.16,#8A5302,orange
13.37,226.97,#A14A13,grapefruit
9.09,162.11,#9B5014,orange
10.92,188.94,#863914,grapefruit
10.88,188.23,#94460A,grapefruit
7.86,143.47,#A75702,orange
12.68,215.86,#914B0E,grapefruit
13.2,223.8,#A63A18,grapefruit
8.88,158.73,#A4461B,orange
10.99,189.99,#933E15,grapefruit
13.32,225.77,#903F10,grapefruit
7.01,131.69,#9F5502,orange
11.95,204.93,#994C1D,grapefruit
12.86,218.63,#854302,grapefruit
10.59,183.06,#8A4502,grapefruit
6.93,130.43,#A14F02,orange
6.01,116.36,#9A4504,orange
9.84,172.07,#973E0B,grapefruit
9.88,172.64,#863B10,grapefruit
8.75,156.65,#9F5102,orange
9.54,169.09,#8A4011,orange
10.59,183.07,#975212,grapefruit
10.95,189.46,#9D4A0A,grapefruit
11.72,201.64,#843607,grapefruit
7.56,138.86,#A24413,orange
11.41,196.81,#8E4C19,grapefruit
10.8,186.79,#8F4B0F,grapefruit
11.8,202.91,#8E3C0F,grapefruit
11.05,191.0,#A33E12,grapefruit
8.62,154.58,#9B4104,orange
8.91,159.46,#A26111,orange
9.62,167.96,#994D19,grapefruit
9.44,164.81,#9A4C02,grapefruit
9.1,162.21,#A3510D,orange
11.42,196.96,#973816,grapefruit
11.77,201.27,#A96702,orange
10.11,175.83,#944B15,grapefruit
11.63,200.08,#934115,grapefruit
10.39,180.08,#A1410D,grapefruit
7.1,132.93,#94430F,orange
7.93,144.55,#A74902,orange
9.78,172.97,#A15718,orange
9.05,161.5,#9C4702,orange
6.18,119.34,#A04302,orange
11.34,195.89,#9E4413,grapefruit
8.2,148.61,#9F5105,orange
9.68,171.36,#B64502,orange
